no,movie,content,rate
14334339,아수라,소름돋았습니다 재평가가 시급,10
14334338,나를 잊지 말아요,너무 안타깝고 슬픈영화ㅜㅜ 정우성 넘 멋지고 김하늘 넘 이쁘다... 강추하고 싶은뎅..♡,10
14334337,스파이더맨: 홈커밍,역대 최고의 스파이더맨이라는 것에 동의할 수 밖에 없다,10
14334335,아수라,영화 처음 봤을때는 현실과 다르게 너무 과장된거 다라고 생각하고 있었는데....  점점 사실이 되가는거 보니  감독님이 대단한거 같네요...,9
14334334,아수라,재평가가 시급 ....,10
14334333,마녀,2편기대~~~~되어,9
14334332,마녀,이런 신인발굴해낸것도 대단하고 덕심을 자극하는 영화였음ㅋㅋㅋㅋ2편 꼭 나왔으면,10
14334331,아수라,숨겨진 명작이네 최고최고,10
14334330,클레멘타인,역대급 명작입니다..,10
14334329,블랙 호크 다운,지 아이 제인과 나란히 리들리 스콧 감독이 만든 영화중 최악,1
14334328,앤트맨과 와스프,1234567890,8
14334327,독전,배우들의 연기에 따라가질 못하는 허접한 스토리와 허세만 가득한 영화,1
14334325,스카이스크래퍼,뻔하고 뻔하고 뻔하고. 기본적인 재미는 보장하는데 그 기본 적인 재미가 너무 많이 봐왔던 거라서요,1
14334324,마녀,여자 악당 OO시해 남자는 간지에 카리스마 철철주인공 여자는 연기 개잘하고,10
14334323,유감스러운 도시,지금 mplex에서 하길레 보는데 괜찮은데요,10
14334322,인크레더블 2,놀랍도록 순수한 픽사식 애니메이션,7
14334321,인크레더블 2,너무 재밌었어요 인크레더블 1편부터 진짜 재밌게봐서 2편도 나왔으면 좋겠다고 생각했는데 나와줘서 디즈니에게 너무 감사해요^^!!,10
14334320,아수라,도르마무 다시보러왔다,10
14334318,인크레더블 2,잭잭이가 다 한 귀여움 ㅎㅎ,10
14334317,마녀,입소문의 힘을 확실히 느꼈던 영화였습니다. 지루할 틈이 1도 없었네요!ㅎㅎ,10
14334316,아수라,아수라에 맞는 영화가 맞음,9
14334315,인크레더블 2,여자친구랑 봤는데 너무재밌어요,10
14334314,앤트맨과 와스프,"나쁘지 않았다. 개그코드도 괜찮았고, 다만 초반부분은 지루했음",8
14334313,아수라,리얼다큐였군요 ㅋㅋㅋ,10
14334312,독전,더위도 피하고 영화 잼나게 봤어요연기자들 연기력에 박수를 보냅니다,8
14334311,아수라,현실을 생생히 담은 영화였군요..,8
14334310,스카이스크래퍼,영화든 실제든 더락형님은 언제나 에너자이저인듯b 여전히 멋지심,10
14334309,마녀,진짜 위에 몰려있는 10점들 다 알바지? 최근 본 영화중에 가장별로. 필요없는 대사들 다수에 모든 대사가 중2병. 필요없는 욕설과 잔인함 많고 스토리 전개도 어설픈 편. 이러한 요인이 겹쳐서 몰입감 0. 긴장감이 있었던 부분이라곤 하나도 없음,1
14334308,인크레더블 2,잼써요ㅋㅋ5살딸은만두가재일잼나데요,9
14334306,침실의 표적,홍상수영화의 모든남자주인공을 합쳐놔도 제이크의찌질함을 따라갈수는없다 드팔마는 웰메이드보다 병맛스러운 이런작품들에서 정말빛난다,10
14334305,아수라,꿀잼꿀잼꿀잼꿀잼꿀잼,10
14334303,인크레더블 2,가족애와함께 액션 잼나네요^^,8
14334302,아수라,꽃이 지고나서야  봄이온줄 알았습니다....,10
14334301,인간중독,요부의 포스가 약한 임지연.,5
14334300,앤트맨과 와스프,저는 개인적으로 내용도 좋았지만 쿠키가...여운이 많이남네ㅤㅇㅛㅎ,10
14334298,아수라,이제야 ㅎㄻㄴㄹ..ㅇ,10
14334297,인크레더블 2,잭잭으로 시작해서 잭잭으로 끝나는,10
14334296,인크레더블 2,만두영상 너무 감동적이에요ㅜㅜ 인크레더블 진짜 넘나 재밌었어요,10
14334295,아수라,실사아닌 실사 같은 영화...,10
14334294,아수라,안남시장 = 안동출신 성남 시장정우성은 보수 까는거라 생각하고 출연했을텐데 좌파 돌려까는 영화인거 알고 지금쯤 얼마나 당황할까 ㅋㅋㅋㅋ,10
14334293,앤트맨과 와스프,타노스.... 후....,10
14334292,변산,"너무 늦은시간에 봐서 조금 졸렸지만,재미있어요!!!! 랩을 진짜 잘하는듯",8
14334291,짝패,"""친구""의 짝퉁 버전.겉멋만 잔뜩낀 액션 영화로, 오글거리는 똥폼과 배경음악을 특징으로 한다.",4
14334290,여중생A,앞으로 대작은 영화로 안 만들었으면 좋겠음 원작 파괴 너무 심하고 스토리가 많이 끊어져 있고 보다가 중간에 아 못 보겠다 이러고 껐음 웹툰으로 엄청 재밌게 보신 분들은 이거 보면 돈 아깝다고 후회할 거임 그 돈으로 웹툰 보는 거 진짜 훨씬 좋음,2
14334289,아수라,대박이다 대박 현실이네 ㅋㅋㅋ,10
14334288,아수라,사회비판 굿 입니다.그알보고왔습니다.,10
14334287,변산,박정민님 못하는 게 뭔가요 오늘부터 팬,10
14334286,아수라,감독은 이미 다 알고있었다,10
14334285,사랑보다 아름다운 유혹,거의 20년이 다되가는데도 재미있게 봤음. 필립 넘 잘생김ㅜㅜ필립과 리즈가 현실부부로 지내다 이혼했네요 아쉽,10
14334284,아수라,당시에 괜찮은 영화였지만 그렇다고 말할수도 없었던 영화.김성수 감독의 찐득한 남자들의 세계는 아직도 유효,8
14334283,"오늘 밤, 로맨스 극장에서",유치하다고 볼 수도 있는데 저는 너무 좋았어요 혼자보기 좋은 영화!,10
14334282,아수라,감독님은 이미 리재명을 알고 계셨군요!!!,10
14334281,마녀,"비쥬얼, 내용, 연기 전혀 유치하지않다~!!!",10
14334280,"오늘 밤, 로맨스 극장에서",아 지루해 왜이리 오버스럽고 시끄럽고 불쾌하고 남주 비굴한 성격 짱남 일본인듯ㄴ읏 우ㅢㅓ일원숭이같구못생ㅤㄱㅕㅎㅈ냐,4
14334279,판도라,쓰레기 그 자체팩트는 개나주고 뇌내망상으로 만들어진ㅋㅋㅋㅋ이딴게 8점이면 클레멘타인은 아카데미급,1
14334278,호텔 아르테미스,평소에 액션 별로 안좋아해서 기대안했는데 나쁘지 않았던 것 같아요 쏘쏘,8
14334277,스카이스크래퍼,당분간 놀이동산 가지 않아도 될 듯 ㅋ,10
14334276,인크레더블 2,기대 했던만큼 잼있음. 잭잭이 너무 좋아~!!,9
14334275,버닝,확실히 곱씹을수록 많은 것들을 생각하게 된다 좋은 영화임에는 틀림 없다,8
14334274,아수라,와.. 대박이네... 소름,10
14334273,이니시에이션 러브,간만에 재밌게 본 일본영화,10
14334272,마녀,기대했던 것보다 훨씬 좋았어요~,10
14334271,소공녀,한 번 더 보고 싶은 영화...!,10
14334270,마녀,기대없이 보다가 뭐지? 흥미진진함2편이기대된다평점1점은 알바인듯,10
14334269,더 포스트,잔잔하면서 모두를 끌어당기며 진행하는 영화,8
14334268,앤트맨과 와스프,적어도 나는 이번편 정말 인간미 느꼈다 ㅋㅋㅋㅋ,10
14334267,독전,감독편은 별로라고 생각합니다,3
14334266,마녀,액션씬 예고가 적어서 아쉽네 진짜재밌음,10
14334265,인크레더블 2,이거슨 100점인데 0두개가 짤린것이다,1
14334264,인크레더블 2,성인인데넘 재밌게 봄!!!,10
14334263,아수라,"감독,배우들의 큰 그림 인정 합니다",10
14334262,인크레더블 2,어제 4D로 보았는데 정말 너무 재미있게 봤어요. 딸아이와 보러갔는데 저도 무척 재미있게 봤습니다. 아이들은 물론 성인분들도 꽤나 보러오셨더라구요. 1편은 보지 않았음에도 불구하고 너무나도 재미있게 보았습니다~~ 강추!!,10
14334261,아수라,좋네~ 실체를 밝혀주세요~,10
14334260,아수라,드디어 빛을 바라는 날이 왔군요.,10
14334259,"부르고뉴, 와인에서 찾은 인생","약~간 지루하긴 했지만 삼남매의 이야기가 유쾌하고, 또 영상도 너무 아름다웠습니다. 와인 안 드셔도 재밌게 보실 수 있어요. 추천!",8
14334258,"가장 따뜻한 색, 블루","첫만남, 싸우는 장면, 카페에서 재회.. 그냥 계속 돌려보게 됨",10
14334257,인크레더블 2,올해 최고로 재밌는 가족영화!,10
14334256,인크레더블 2,잭잭 넘나 귀여워~멋진 가족,10
14334255,26년,조폭들이 대낮에 날뛸 면죄부가 된 민주화. 천박하고 한심하다.,2
14334254,앤트맨과 와스프,앤트맨이 되고싶어졌다,10
14334253,앤트맨과 와스프,그럭저럭 재미있게 보았습니다~,8
14334252,인크레더블 2,초3 딸과 봤는데 둘다 웃고 즐겼어요.,10
14334251,마녀,재미있게  잘보았습니다~,10
14334250,마녀,예고편안보고 공포영화로 착각하고 봤는데 너무 잼나네요 ㅎㅎ,10
14334249,라푼젤,태양 무늬 보고 갓난 아기 시절때 기억 떠올리는거 때문에 1점 깎음.ㅜㅜ 그거 빼곤 영상미 스토리 성우연기 다 좋았어요bb,9
14334248,어벤져스: 인피니티 워,잼있어요.빨리 다음편이 보고싶네요,10
14334247,아수라,이런 영화를 만들 수 있었다니...다시 볼랍니다.,10
14334246,아수라,재개봉 안하나요? 두세번 볼 의향있습니다,10
14334245,아수라,재평가가 필요한 영화다.. 이게 실화라는게 안 순간!,10
14334243,아수라,"배우 쓰지말고, 그냥 다큐멘터리로 찍었으면 역사에 남을 작품이 나올뻔 했다.",10
14334242,아수라,한편의 다큐 재평가가 시급한듯,10
14334241,지구를 지켜라!,"03년 대종상,신인감독상,모스크바영화제감독상,브뤼셀 판타스틱국제영화제 대상 등 국내흥행은 실패했지만 해외,국내 영화제에서 상을 휩쓸고 이 감독은 후에 1987,화이 같은 묵직한 영화를 만듬.  과소평가?과대평가? 응 니들이 영알못이라 아만보시전ㅋㅋㅋ",8
14334240,아수라,시대를 앞서나간 다큐!,10
14334239,퇴마전: 마령검의 비밀,중국식 판타지 '애니메이션'. 무협을 보고자 왔다면 이상한 애니메이션을 보게 될 것이다.,1
14334238,인크레더블 2,지루할 틈이 없어요~!! ㅋ 완전 추천,10
14334236,아수라,실화를 모티브 소름끼치는 성남,10
14334235,아수라,다큐라고말씀하시지.^^,10
14334234,마녀,굿 잼나게잘봤어요2탄도기대해요ㅎ,10
14334233,지금 만나러 갑니다,원작도보고 이것도봤는데 한국판도 감성을 잘담아낸것같네여 재밌고 슬픈장면은 진짜 슬프고 특히 학예외 장면은 너무 눈물났어여 간만에 마음이 따듯해지는영화를봤네요,10
14334232,아수라,저평가되어 있는 영화임.,10
14334231,마녀,재미있ㅇㅇㅇ어요 ㅎㅎㅎㅎ,10
14334230,노맨스랜드,영화 매력있고 너무 좋던데..상영관좀 늘려주세여 ㅠㅠㅠ,10
14334229,아수라,역주행에 동참합니다ㅡ,10
14334228,아수라,아수라 재평가 시급함 다시 봐야겠음,10
14334226,변호인,정치적인 의견과 진영논리에 사로잡히지 말고 송강호의 연기를 봐라.캐릭터와 혼연일체된 신이다 신 진짜 온몸에 소름이 돋더라,10
14334225,속닥속닥,5876574685685465,1
14334224,독전,그냥 ㅤㅂㅛㄹ로에요 시나리오가 엉성해요,5
14334223,탐정: 리턴즈,"1편부터 이어지는 잘 짜여진, 현대에 걸맞는 코미디 범죄 영화. 이광수 배우의 코미디 연기가 정감 넘친다.",9
14334222,아수라,재평가 갑시다일딴 소재가 말이 안된다고 생각했는데 알고보니 다큐였네요 진실이 밝혀지기 바랍니다,10
14334221,쏘우 - 여섯번의 기회,보험료 꼬박꼬박 받아놓고 필요할때 보험금 안줄려고 수 쓰는 것들 다 저렇게 당하면 좋겠다.,10
14334220,아수라,재평가 받아야 하는영화 !! 당시에는 그냥 재밌게 본 정도 였는데 이제보니 다큐였음 !,10
14334219,마녀,마녀 진짜 재밌는데 왜 300만명밖에 없지 ㅜㅜㅜㅜ 진짜 꼭 보세요 두번 보세요 계속 보세요 아아아 ㅜㅜ 너무 재밌어요 퀄리티 쩔고 집중력 쩔고.... 진짜 ...,10
14334218,미스 에이전트 2: 라스베가스 잠입사건,산드라 매력적이야 난 재밌던데,10
14334217,아수라,영화가 좀 무섭지만 재밌게 봤습니다,10
14334216,아수라,이 영화가 널리 알리기를 위해10점 주었음.,10
14334215,에반게리온: Q,난해함도 정도껏 해야하지 않겠니,6
14334214,스카이스크래퍼,드웨인형은 올해만 몇편이냐ㅋㅋ  이번영화역시 액션이 후덜덜,8
14334213,호텔 아르테미스,너무 영화가 개연성도없고 떡밥회수도안하고후속편 전작 안보고 보는느낌입니다,1
14334212,마녀,두번봤는데 두번다 잼있군.,10
14334211,어벤져스: 인피니티 워,상영 적당히 해 미친것들아,2
14334210,새벽의 저주,"약간 억지스러운, 그러나 역동적이고 놀라운",8
14334209,아수라,"평점 다시주겠습니다,, 영화보다 더 영화같은 현실;;;;",10
14334208,인크레더블 2,1편 안보고 기대없이 봤는데 상당히 재밌네요,10
14334207,오 나의 귀신님,이제서야 봤는데 진짜 핵꿀잼이네요 ㅋㅋ,10
14334206,인크레더블 2,초등학생인 딸이 보고 싶어해서 갔는데 내가 더 재미있게 보고 나옴..,10
14334205,마녀,"잔인해서 입맛 뚝 , 스트레스 오히려 쌓이고 이해도 안가는 영화... 환타지 영화인지 PC게임인지jQuery224009447836128375076_1532309134785?",8
14334204,범죄도시,장첸도 쎈 케릭터인데 마동석이 걱정되지 않았다 ㅎ 윤계상이 재평가 받게 될 것이다. 아이들 이미지를 넘어 배우로 각인되길.,8
14334203,판도라,에이 ㅆ    ㅂ 이영화안나왔으면 지금 전기세안오르고 정전안일어났겠지 개 ㅈ 같네,1
14334202,아수라,대박....오호~  다  알고 있었군요....감독 대단하다 엄지척!,10
14334201,아수라,굉장한 반전이네요 ^^,10
14334200,아수라,극현실주의임에 새삼 놀랐음,10
14334199,행복,은희야 밥 천천히먹는거 지겹지 않아? 난지겨운대. 헤어지자는 그말보다 가슴아팠던 장면. 임수정의 눈물을 보일 때 나 또한 울지 않을 수 없었다.,10
14334197,아수라,알고보니 다큐였네 ㅋㅋㅋ,10
14334196,아수라,성남시 배경 리얼다큐 영화.라고 홍보했었어야....,10
14334195,박쥐,평점올려야지 너무 낮은데 ..,10
14334193,인크레더블 2,1편과 잘 이어져서 좋더라구요.아이들 같이 보기에도 좋고 재미있었어요.잭잭 귀엽네요,10
